"No.","Time","Source","Destination","Protocol","Length","Info"
"1117","46.500050","172.64.148.235","192.168.1.12","TCP","60","443  >  19949 [ACK] Seq=289 Ack=417 Win=16 Len=0"
"1118","46.505578","Digisol_03:e8:e0","Broadcast","ARP","60","Who has 192.168.1.12? Tell 192.168.1.1"
"1119","46.505600","AzureWaveTec_e5:a6:9d","Digisol_03:e8:e0","ARP","42","192.168.1.12 is at 2c:3b:70:e5:a6:9d"
"1120","46.506005","Digisol_03:e8:e0","Broadcast","ARP","60","Who has 192.168.1.9? Tell 192.168.1.1"
"1121","46.507185","Digisol_03:e8:e0","Broadcast","ARP","60","Who has 192.168.1.2? Tell 192.168.1.1"
"1122","46.691474","172.64.148.235","192.168.1.12","TLSv1.2","133","Application Data"
"1123","46.744921","192.168.1.12","172.64.148.235","TCP","54","19949  >  443 [ACK] Seq=417 Ack=368 Win=252 Len=0"
"1124","46.983110","192.168.1.12","163.70.145.60","TCP","130","19948  >  5222 [PSH, ACK] Seq=38557 Ack=84153 Win=509 Len=76 [TCP PDU reassembled in 1328]"
"1125","46.998344","163.70.145.60","192.168.1.12","TCP","60","5222  >  19948 [ACK] Seq=84153 Ack=38633 Win=5544 Len=0"
"1126","47.080791","192.168.1.12","163.70.145.60","TCP","1446","19948  >  5222 [ACK] Seq=38633 Ack=84153 Win=509 Len=1392 [TCP PDU reassembled in 1328]"
"1127","47.080791","192.168.1.12","163.70.145.60","TCP","1446","19948  >  5222 [ACK] Seq=40025 Ack=84153 Win=509 Len=1392 [TCP PDU reassembled in 1328]"
"1128","47.080791","192.168.1.12","163.70.145.60","TCP","1446","19948  >  5222 [ACK] Seq=41417 Ack=84153 Win=509 Len=1392 [TCP PDU reassembled in 1328]"
"1129","47.080791","192.168.1.12","163.70.145.60","TCP","1446","19948  >  5222 [ACK] Seq=42809 Ack=84153 Win=509 Len=1392 [TCP PDU reassembled in 1328]"
"1130","47.080791","192.168.1.12","163.70.145.60","TCP","1446","19948  >  5222 [ACK] Seq=44201 Ack=84153 Win=509 Len=1392 [TCP PDU reassembled in 1328]"
"1131","47.080791","192.168.1.12","163.70.145.60","TCP","1446","19948  >  5222 [ACK] Seq=45593 Ack=84153 Win=509 Len=1392 [TCP PDU reassembled in 1328]"
"1132","47.080791","192.168.1.12","163.70.145.60","TCP","1446","19948  >  5222 [ACK] Seq=46985 Ack=84153 Win=509 Len=1392 [TCP PDU reassembled in 1328]"
"1133","47.080791","192.168.1.12","163.70.145.60","TCP","1446","19948  >  5222 [ACK] Seq=48377 Ack=84153 Win=509 Len=1392 [TCP PDU reassembled in 1328]"
"1134","47.080791","192.168.1.12","163.70.145.60","TCP","1446","19948  >  5222 [ACK] Seq=49769 Ack=84153 Win=509 Len=1392 [TCP PDU reassembled in 1328]"
"1135","47.080791","192.168.1.12","163.70.145.60","TCP","1446","19948  >  5222 [ACK] Seq=51161 Ack=84153 Win=509 Len=1392 [TCP PDU reassembled in 1328]"
"1136","47.080791","192.168.1.12","163.70.145.60","TCP","1446","19948  >  5222 [ACK] Seq=52553 Ack=84153 Win=509 Len=1392 [TCP PDU reassembled in 1328]"
"1137","47.080791","192.168.1.12","163.70.145.60","TCP","1148","19948  >  5222 [PSH, ACK] Seq=53945 Ack=84153 Win=509 Len=1094 [TCP PDU reassembled in 1328]"
"1138","47.080908","192.168.1.12","163.70.145.60","TCP","1446","19948  >  5222 [ACK] Seq=55039 Ack=84153 Win=509 Len=1392 [TCP PDU reassembled in 1328]"
"1139","47.080908","192.168.1.12","163.70.145.60","TCP","278","19948  >  5222 [PSH, ACK] Seq=56431 Ack=84153 Win=509 Len=224 [TCP PDU reassembled in 1328]"
"1140","47.095182","163.70.145.60","192.168.1.12","TCP","60","5222  >  19948 [ACK] Seq=84153 Ack=40025 Win=5539 Len=0"
"1141","47.095182","163.70.145.60","192.168.1.12","TCP","60","5222  >  19948 [ACK] Seq=84153 Ack=41417 Win=5534 Len=0"
"1142","47.095182","163.70.145.60","192.168.1.12","TCP","60","5222  >  19948 [ACK] Seq=84153 Ack=44201 Win=5525 Len=0"
"1143","47.095182","163.70.145.60","192.168.1.12","TCP","60","5222  >  19948 [ACK] Seq=84153 Ack=46985 Win=5525 Len=0"
"1144","47.095182","163.70.145.60","192.168.1.12","TCP","60","5222  >  19948 [ACK] Seq=84153 Ack=48377 Win=5533 Len=0"
"1145","47.095182","163.70.145.60","192.168.1.12","TCP","60","5222  >  19948 [ACK] Seq=84153 Ack=51161 Win=5525 Len=0"
"1146","47.095182","163.70.145.60","192.168.1.12","TCP","60","5222  >  19948 [ACK] Seq=84153 Ack=52553 Win=5533 Len=0"
"1147","47.095182","163.70.145.60","192.168.1.12","TCP","60","5222  >  19948 [ACK] Seq=84153 Ack=53945 Win=5533 Len=0"
"1148","47.097616","163.70.145.60","192.168.1.12","TCP","60","5222  >  19948 [ACK] Seq=84153 Ack=55039 Win=5533 Len=0"
"1149","47.097616","163.70.145.60","192.168.1.12","TCP","60","5222  >  19948 [ACK] Seq=84153 Ack=56655 Win=5527 Len=0"
"1150","47.956361","163.70.145.60","192.168.1.12","TCP","1446","5222  >  19948 [ACK] Seq=84153 Ack=56655 Win=5544 Len=1392"
"1151","47.957446","163.70.145.60","192.168.1.12","TCP","175","5222  >  19948 [PSH, ACK] Seq=85545 Ack=56655 Win=5544 Len=121"
"1152","47.957446","163.70.145.60","192.168.1.12","TCP","1446","5222  >  19948 [ACK] Seq=85666 Ack=56655 Win=5544 Len=1392"
"1153","47.957480","192.168.1.12","163.70.145.60","TCP","54","19948  >  5222 [ACK] Seq=56655 Ack=87058 Win=511 Len=0"
"1154","47.958576","163.70.145.60","192.168.1.12","TCP","1257","5222  >  19948 [PSH, ACK] Seq=87058 Ack=56655 Win=5544 Len=1203"
"1155","47.958601","192.168.1.12","163.70.145.60","TCP","54","19948  >  5222 [ACK] Seq=56655 Ack=88261 Win=507 Len=0"
"1156","47.961907","163.70.145.60","192.168.1.12","TCP","1446","5222  >  19948 [ACK] Seq=88261 Ack=56655 Win=5544 Len=1392"
"1157","47.961995","163.70.145.60","192.168.1.12","TCP","1446","5222  >  19948 [ACK] Seq=89653 Ack=56655 Win=5544 Len=1392"
"1158","47.962026","192.168.1.12","163.70.145.60","TCP","54","19948  >  5222 [ACK] Seq=56655 Ack=91045 Win=511 Len=0"
"1159","47.962057","163.70.145.60","192.168.1.12","TCP","1356","5222  >  19948 [PSH, ACK] Seq=91045 Ack=56655 Win=5544 Len=1302"
"1160","47.962090","163.70.145.60","192.168.1.12","TCP","1446","5222  >  19948 [ACK] Seq=92347 Ack=56655 Win=5544 Len=1392"
"1161","47.962110","192.168.1.12","163.70.145.60","TCP","54","19948  >  5222 [ACK] Seq=56655 Ack=93739 Win=511 Len=0"
"1162","47.962128","163.70.145.60","192.168.1.12","TCP","1446","5222  >  19948 [ACK] Seq=93739 Ack=56655 Win=5544 Len=1392"
"1163","47.962151","163.70.145.60","192.168.1.12","TCP","1356","5222  >  19948 [PSH, ACK] Seq=95131 Ack=56655 Win=5544 Len=1302"
"1164","47.962171","192.168.1.12","163.70.145.60","TCP","54","19948  >  5222 [ACK] Seq=56655 Ack=96433 Win=511 Len=0"
"1165","47.962192","163.70.145.60","192.168.1.12","TCP","1446","5222  >  19948 [ACK] Seq=96433 Ack=56655 Win=5544 Len=1392"
"1166","47.962211","163.70.145.60","192.168.1.12","TCP","1446","5222  >  19948 [ACK] Seq=97825 Ack=56655 Win=5544 Len=1392"
"1167","47.962231","192.168.1.12","163.70.145.60","TCP","54","19948  >  5222 [ACK] Seq=56655 Ack=99217 Win=511 Len=0"
"1168","47.962268","163.70.145.60","192.168.1.12","TCP","1356","5222  >  19948 [PSH, ACK] Seq=99217 Ack=56655 Win=5544 Len=1302"
"1169","47.962268","163.70.145.60","192.168.1.12","TCP","1446","5222  >  19948 [ACK] Seq=100519 Ack=56655 Win=5544 Len=1392"
"1170","47.962268","163.70.145.60","192.168.1.12","TCP","175","5222  >  19948 [PSH, ACK] Seq=101911 Ack=56655 Win=5544 Len=121"
"1171","47.962296","192.168.1.12","163.70.145.60","TCP","54","19948  >  5222 [ACK] Seq=56655 Ack=102032 Win=511 Len=0"
"1172","47.970366","163.70.145.60","192.168.1.12","TCP","1446","5222  >  19948 [ACK] Seq=102032 Ack=56655 Win=5544 Len=1392"
"1173","47.970366","163.70.145.60","192.168.1.12","TCP","1257","5222  >  19948 [PSH, ACK] Seq=103424 Ack=56655 Win=5544 Len=1203"
"1174","47.970366","163.70.145.60","192.168.1.12","TCP","1446","5222  >  19948 [ACK] Seq=104627 Ack=56655 Win=5544 Len=1392"
"1175","47.970366","163.70.145.60","192.168.1.12","TCP","1446","5222  >  19948 [ACK] Seq=106019 Ack=56655 Win=5544 Len=1392"
"1176","47.970366","163.70.145.60","192.168.1.12","TCP","1356","5222  >  19948 [PSH, ACK] Seq=107411 Ack=56655 Win=5544 Len=1302"
"1177","47.970443","192.168.1.12","163.70.145.60","TCP","54","19948  >  5222 [ACK] Seq=56655 Ack=108713 Win=511 Len=0"
"1178","47.971038","163.70.145.60","192.168.1.12","TCP","1446","5222  >  19948 [ACK] Seq=108713 Ack=56655 Win=5544 Len=1392"
"1179","47.971038","163.70.145.60","192.168.1.12","TCP","1446","5222  >  19948 [ACK] Seq=110105 Ack=56655 Win=5544 Len=1392"
"1180","47.971038","163.70.145.60","192.168.1.12","TCP","1356","5222  >  19948 [PSH, ACK] Seq=111497 Ack=56655 Win=5544 Len=1302"
"1181","47.971112","192.168.1.12","163.70.145.60","TCP","54","19948  >  5222 [ACK] Seq=56655 Ack=112799 Win=511 Len=0"
"1182","47.973542","163.70.145.60","192.168.1.12","TCP","1446","5222  >  19948 [ACK] Seq=112799 Ack=56655 Win=5544 Len=1392"
"1183","47.973542","163.70.145.60","192.168.1.12","TCP","1446","5222  >  19948 [ACK] Seq=114191 Ack=56655 Win=5544 Len=1392"
"1184","47.973542","163.70.145.60","192.168.1.12","TCP","1356","5222  >  19948 [PSH, ACK] Seq=115583 Ack=56655 Win=5544 Len=1302"
"1185","47.973542","163.70.145.60","192.168.1.12","TCP","1446","5222  >  19948 [ACK] Seq=116885 Ack=56655 Win=5544 Len=1392"
"1186","47.973542","163.70.145.60","192.168.1.12","TCP","175","5222  >  19948 [PSH, ACK] Seq=118277 Ack=56655 Win=5544 Len=121"
"1187","47.973617","192.168.1.12","163.70.145.60","TCP","54","19948  >  5222 [ACK] Seq=56655 Ack=118398 Win=511 Len=0"
"1188","47.974488","192.168.1.12","163.70.145.60","TCP","1446","19948  >  5222 [ACK] Seq=56655 Ack=118398 Win=511 Len=1392 [TCP PDU reassembled in 1328]"
"1189","47.974488","192.168.1.12","163.70.145.60","TCP","1446","19948  >  5222 [ACK] Seq=58047 Ack=118398 Win=511 Len=1392 [TCP PDU reassembled in 1328]"
"1190","47.974488","192.168.1.12","163.70.145.60","TCP","1446","19948  >  5222 [ACK] Seq=59439 Ack=118398 Win=511 Len=1392 [TCP PDU reassembled in 1328]"
"1191","47.974488","192.168.1.12","163.70.145.60","TCP","1446","19948  >  5222 [ACK] Seq=60831 Ack=118398 Win=511 Len=1392 [TCP PDU reassembled in 1328]"
"1192","47.974488","192.168.1.12","163.70.145.60","TCP","1446","19948  >  5222 [ACK] Seq=62223 Ack=118398 Win=511 Len=1392 [TCP PDU reassembled in 1328]"
"1193","47.974488","192.168.1.12","163.70.145.60","TCP","1446","19948  >  5222 [ACK] Seq=63615 Ack=118398 Win=511 Len=1392 [TCP PDU reassembled in 1328]"
"1194","47.974488","192.168.1.12","163.70.145.60","TCP","1446","19948  >  5222 [ACK] Seq=65007 Ack=118398 Win=511 Len=1392 [TCP PDU reassembled in 1328]"
"1195","47.974488","192.168.1.12","163.70.145.60","TCP","1446","19948  >  5222 [ACK] Seq=66399 Ack=118398 Win=511 Len=1392 [TCP PDU reassembled in 1328]"
"1196","47.974488","192.168.1.12","163.70.145.60","TCP","1446","19948  >  5222 [ACK] Seq=67791 Ack=118398 Win=511 Len=1392 [TCP PDU reassembled in 1328]"
"1197","47.974488","192.168.1.12","163.70.145.60","TCP","1446","19948  >  5222 [ACK] Seq=69183 Ack=118398 Win=511 Len=1392 [TCP PDU reassembled in 1328]"
"1198","47.974488","192.168.1.12","163.70.145.60","TCP","1446","19948  >  5222 [ACK] Seq=70575 Ack=118398 Win=511 Len=1392 [TCP PDU reassembled in 1328]"
"1199","47.974488","192.168.1.12","163.70.145.60","TCP","1148","19948  >  5222 [PSH, ACK] Seq=71967 Ack=118398 Win=511 Len=1094 [TCP PDU reassembled in 1328]"
"1200","47.974669","192.168.1.12","163.70.145.60","TCP","1278","19948  >  5222 [PSH, ACK] Seq=73061 Ack=118398 Win=511 Len=1224 [TCP PDU reassembled in 1328]"
"1201","47.976457","163.70.145.60","192.168.1.12","TCP","1446","5222  >  19948 [ACK] Seq=118398 Ack=56655 Win=5544 Len=1392"
"1202","47.976457","163.70.145.60","192.168.1.12","TCP","1257","5222  >  19948 [PSH, ACK] Seq=119790 Ack=56655 Win=5544 Len=1203"
"1203","47.976522","192.168.1.12","163.70.145.60","TCP","54","19948  >  5222 [ACK] Seq=74285 Ack=120993 Win=511 Len=0"
"1204","47.982933","163.70.145.60","192.168.1.12","TCP","1446","5222  >  19948 [ACK] Seq=120993 Ack=56655 Win=5544 Len=1392"
"1205","47.982933","163.70.145.60","192.168.1.12","TCP","1446","5222  >  19948 [ACK] Seq=122385 Ack=56655 Win=5544 Len=1392"
"1206","47.982933","163.70.145.60","192.168.1.12","TCP","239","5222  >  19948 [PSH, ACK] Seq=123777 Ack=56655 Win=5544 Len=185"
"1207","47.983006","192.168.1.12","163.70.145.60","TCP","54","19948  >  5222 [ACK] Seq=74285 Ack=123962 Win=511 Len=0"
"1208","47.988702","163.70.145.60","192.168.1.12","TCP","60","5222  >  19948 [ACK] Seq=123962 Ack=58047 Win=5539 Len=0"
"1209","47.988702","163.70.145.60","192.168.1.12","TCP","60","5222  >  19948 [ACK] Seq=123962 Ack=59439 Win=5534 Len=0"
"1210","47.988702","163.70.145.60","192.168.1.12","TCP","60","5222  >  19948 [ACK] Seq=123962 Ack=62223 Win=5525 Len=0"
"1211","47.988702","163.70.145.60","192.168.1.12","TCP","60","5222  >  19948 [ACK] Seq=123962 Ack=65007 Win=5525 Len=0"
"1212","47.988702","163.70.145.60","192.168.1.12","TCP","60","5222  >  19948 [ACK] Seq=123962 Ack=67791 Win=5525 Len=0"
"1213","47.988702","163.70.145.60","192.168.1.12","TCP","60","5222  >  19948 [ACK] Seq=123962 Ack=69183 Win=5533 Len=0"
"1214","47.988702","163.70.145.60","192.168.1.12","TCP","60","5222  >  19948 [ACK] Seq=123962 Ack=70575 Win=5533 Len=0"
"1215","47.988702","163.70.145.60","192.168.1.12","TCP","60","5222  >  19948 [ACK] Seq=123962 Ack=71967 Win=5533 Len=0"
"1216","47.988702","163.70.145.60","192.168.1.12","TCP","60","5222  >  19948 [ACK] Seq=123962 Ack=73061 Win=5533 Len=0"
"1217","47.988702","163.70.145.60","192.168.1.12","TCP","60","5222  >  19948 [ACK] Seq=123962 Ack=74285 Win=5529 Len=0"
"1218","48.168688","192.168.1.12","163.70.145.20","TLSv1.2","86","Application Data"
"1219","48.254274","163.70.145.20","192.168.1.12","TCP","60","443  >  19941 [ACK] Seq=85 Ack=129 Win=293 Len=0"
"1220","48.254274","172.217.26.42","192.168.1.12","UDP","185","443  >  51327 Len=143"
"1221","48.258703","192.168.1.12","172.217.26.42","UDP","75","51327  >  443 Len=33"
"1222","48.272522","172.217.26.42","192.168.1.12","UDP","185","443  >  51327 Len=143"
"1223","48.272786","192.168.1.12","172.217.26.42","UDP","76","51327  >  443 Len=34"
"1224","48.400179","192.168.1.12","142.250.77.234","UDP","71","51620  >  443 Len=29"
"1225","48.419559","142.250.77.234","192.168.1.12","UDP","67","443  >  51620 Len=25"
"1226","48.431321","192.168.1.12","142.251.223.138","TCP","55","[TCP Keep-Alive] 20033  >  443 [ACK] Seq=1 Ack=1 Win=251 Len=1"
"1227","48.445431","142.251.223.138","192.168.1.12","TCP","66","[TCP Keep-Alive ACK] 443  >  20033 [ACK] Seq=1 Ack=2 Win=813 Len=0 SLE=1 SRE=2"
"1228","48.499121","192.168.1.12","40.79.167.8","TLSv1.2","134","Application Data"
"1229","48.499228","192.168.1.12","40.79.167.8","TLSv1.2","851","Application Data"
"1230","48.502937","163.70.145.20","192.168.1.12","TLSv1.2","82","Application Data"
"1231","48.558307","192.168.1.12","163.70.145.20","TCP","54","19941  >  443 [ACK] Seq=129 Ack=113 Win=253 Len=0"
"1232","48.654186","192.168.1.12","163.70.145.60","TCP","130","19948  >  5222 [PSH, ACK] Seq=74285 Ack=123962 Win=511 Len=76 [TCP PDU reassembled in 1328]"
"1233","48.673146","163.70.145.60","192.168.1.12","TCP","60","5222  >  19948 [ACK] Seq=123962 Ack=74361 Win=5541 Len=0"
"1234","48.678671","40.79.167.8","192.168.1.12","TCP","60","443  >  20086 [ACK] Seq=379 Ack=3696 Win=16385 Len=0"
"1235","48.817621","163.70.145.60","192.168.1.12","TCP","1446","5222  >  19948 [ACK] Seq=123962 Ack=74361 Win=5544 Len=1392"
"1236","48.817621","163.70.145.60","192.168.1.12","TCP","175","5222  >  19948 [PSH, ACK] Seq=125354 Ack=74361 Win=5544 Len=121"
"1237","48.817621","163.70.145.60","192.168.1.12","TCP","1446","5222  >  19948 [ACK] Seq=125475 Ack=74361 Win=5544 Len=1392"
"1238","48.817621","163.70.145.60","192.168.1.12","TCP","1257","5222  >  19948 [PSH, ACK] Seq=126867 Ack=74361 Win=5544 Len=1203"
"1239","48.817621","163.70.145.60","192.168.1.12","TCP","1446","5222  >  19948 [ACK] Seq=128070 Ack=74361 Win=5544 Len=1392"
"1240","48.817621","163.70.145.60","192.168.1.12","TCP","1446","5222  >  19948 [ACK] Seq=129462 Ack=74361 Win=5544 Len=1392"
"1241","48.817621","163.70.145.60","192.168.1.12","TCP","1356","5222  >  19948 [PSH, ACK] Seq=130854 Ack=74361 Win=5544 Len=1302"
"1242","48.817621","163.70.145.60","192.168.1.12","TCP","1446","5222  >  19948 [ACK] Seq=132156 Ack=74361 Win=5544 Len=1392"
"1243","48.817621","163.70.145.60","192.168.1.12","TCP","1446","5222  >  19948 [ACK] Seq=133548 Ack=74361 Win=5544 Len=1392"
"1244","48.817621","163.70.145.60","192.168.1.12","TCP","1356","5222  >  19948 [PSH, ACK] Seq=134940 Ack=74361 Win=5544 Len=1302"
"1245","48.817773","192.168.1.12","163.70.145.60","TCP","54","19948  >  5222 [ACK] Seq=74361 Ack=136242 Win=511 Len=0"
"1246","48.817942","163.70.145.60","192.168.1.12","TCP","1446","5222  >  19948 [ACK] Seq=136242 Ack=74361 Win=5544 Len=1392"
"1247","48.817942","163.70.145.60","192.168.1.12","TCP","1446","5222  >  19948 [ACK] Seq=137634 Ack=74361 Win=5544 Len=1392"
"1248","48.817942","163.70.145.60","192.168.1.12","TCP","1356","5222  >  19948 [PSH, ACK] Seq=139026 Ack=74361 Win=5544 Len=1302"
"1249","48.817942","163.70.145.60","192.168.1.12","TCP","1446","5222  >  19948 [ACK] Seq=140328 Ack=74361 Win=5544 Len=1392"
"1250","48.817942","163.70.145.60","192.168.1.12","TCP","175","5222  >  19948 [PSH, ACK] Seq=141720 Ack=74361 Win=5544 Len=121"
"1251","48.817942","163.70.145.60","192.168.1.12","TCP","1446","5222  >  19948 [ACK] Seq=141841 Ack=74361 Win=5544 Len=1392"
"1252","48.817942","163.70.145.60","192.168.1.12","TCP","1257","5222  >  19948 [PSH, ACK] Seq=143233 Ack=74361 Win=5544 Len=1203"
"1253","48.817942","163.70.145.60","192.168.1.12","TCP","1446","5222  >  19948 [ACK] Seq=144436 Ack=74361 Win=5544 Len=1392"
"1254","48.817942","163.70.145.60","192.168.1.12","TCP","1446","5222  >  19948 [ACK] Seq=145828 Ack=74361 Win=5544 Len=1392"
"1255","48.818015","192.168.1.12","163.70.145.60","TCP","54","19948  >  5222 [ACK] Seq=74361 Ack=147220 Win=511 Len=0"
"1256","48.818053","163.70.145.60","192.168.1.12","TCP","1356","5222  >  19948 [PSH, ACK] Seq=147220 Ack=74361 Win=5544 Len=1302"
"1257","48.818053","163.70.145.60","192.168.1.12","TCP","1446","5222  >  19948 [ACK] Seq=148522 Ack=74361 Win=5544 Len=1392"
"1258","48.818053","163.70.145.60","192.168.1.12","TCP","1446","5222  >  19948 [ACK] Seq=149914 Ack=74361 Win=5544 Len=1392"
"1259","48.818070","192.168.1.12","163.70.145.60","TCP","54","19948  >  5222 [ACK] Seq=74361 Ack=151306 Win=511 Len=0"
"1260","48.818083","163.70.145.60","192.168.1.12","TCP","1356","5222  >  19948 [PSH, ACK] Seq=151306 Ack=74361 Win=5544 Len=1302"
"1261","48.818626","163.70.145.60","192.168.1.12","TCP","1446","5222  >  19948 [ACK] Seq=152608 Ack=74361 Win=5544 Len=1392"
"1262","48.818626","163.70.145.60","192.168.1.12","TCP","1446","5222  >  19948 [ACK] Seq=154000 Ack=74361 Win=5544 Len=1392"
"1263","48.818649","192.168.1.12","163.70.145.60","TCP","54","19948  >  5222 [ACK] Seq=74361 Ack=155392 Win=511 Len=0"
"1264","48.818707","163.70.145.60","192.168.1.12","TCP","1356","5222  >  19948 [PSH, ACK] Seq=155392 Ack=74361 Win=5544 Len=1302"
"1265","48.818719","192.168.1.12","163.70.145.60","TCP","54","19948  >  5222 [ACK] Seq=74361 Ack=156694 Win=506 Len=0"
"1266","48.820998","163.70.145.60","192.168.1.12","TCP","1446","5222  >  19948 [ACK] Seq=156694 Ack=74361 Win=5544 Len=1392"
"1267","48.822980","163.70.145.60","192.168.1.12","TCP","175","5222  >  19948 [PSH, ACK] Seq=158086 Ack=74361 Win=5544 Len=121"
"1268","48.823016","192.168.1.12","163.70.145.60","TCP","54","19948  >  5222 [ACK] Seq=74361 Ack=158207 Win=511 Len=0"
"1269","48.866330","163.70.145.60","192.168.1.12","TCP","1446","5222  >  19948 [ACK] Seq=158207 Ack=74361 Win=5544 Len=1392"
"1270","48.866330","163.70.145.60","192.168.1.12","TCP","1257","5222  >  19948 [PSH, ACK] Seq=159599 Ack=74361 Win=5544 Len=1203"
"1271","48.866330","163.70.145.60","192.168.1.12","TCP","1446","5222  >  19948 [ACK] Seq=160802 Ack=74361 Win=5544 Len=1392"
"1272","48.866330","163.70.145.60","192.168.1.12","TCP","1446","5222  >  19948 [ACK] Seq=162194 Ack=74361 Win=5544 Len=1392"
"1273","48.866330","163.70.145.60","192.168.1.12","TCP","312","5222  >  19948 [PSH, ACK] Seq=163586 Ack=74361 Win=5544 Len=258"
"1274","48.866330","40.79.167.8","192.168.1.12","TLSv1.2","154","Application Data"
"1275","48.866407","192.168.1.12","163.70.145.60","TCP","54","19948  >  5222 [ACK] Seq=74361 Ack=163844 Win=511 Len=0"
"1276","48.867148","192.168.1.12","40.79.167.8","TLSv1.2","89","Application Data"
"1277","48.876140","163.70.145.60","192.168.1.12","TCP","312","[TCP Spurious Retransmission] 5222  >  19948 [PSH, ACK] Seq=163586 Ack=74361 Win=5544 Len=258"
"1278","48.876163","192.168.1.12","163.70.145.60","TCP","66","[TCP Dup ACK 1275#1] 19948  >  5222 [ACK] Seq=74361 Ack=163844 Win=511 Len=0 SLE=163586 SRE=163844"
"1279","48.940495","23.46.207.113","192.168.1.12","TLSv1.2","457","Application Data"
"1280","48.940495","23.46.207.113","192.168.1.12","TLSv1.2","86","Application Data"
"1281","48.940558","192.168.1.12","23.46.207.113","TCP","54","19933  >  443 [ACK] Seq=2840 Ack=1256 Win=251 Len=0"
"1282","48.941822","192.168.1.12","23.46.207.113","TLSv1.2","89","Application Data"
"1283","48.945510","192.168.1.12","23.46.207.113","TCP","1438","19933  >  443 [ACK] Seq=2875 Ack=1256 Win=251 Len=1384 [TCP PDU reassembled in 1284]"
"1284","48.945510","192.168.1.12","23.46.207.113","TLSv1.2","915","Application Data"
"1285","48.945608","192.168.1.12","23.46.207.113","TLSv1.2","86","Application Data"
"1286","48.946398","192.168.1.12","23.46.207.113","TCP","1438","19933  >  443 [ACK] Seq=5152 Ack=1256 Win=251 Len=1384 [TCP PDU reassembled in 1287]"
"1287","48.946398","192.168.1.12","23.46.207.113","TLSv1.2","1089","Application Data"
"1288","48.953270","23.46.207.113","192.168.1.12","TCP","60","443  >  19933 [ACK] Seq=1256 Ack=2875 Win=2198 Len=0"
"1289","48.955441","23.46.207.113","192.168.1.12","TCP","60","443  >  19933 [ACK] Seq=1256 Ack=5152 Win=2233 Len=0"
"1290","48.955441","23.46.207.113","192.168.1.12","TCP","60","443  >  19933 [ACK] Seq=1256 Ack=5120 Win=2233 Len=0"
"1291","48.956191","23.46.207.113","192.168.1.12","TCP","60","443  >  19933 [ACK] Seq=1256 Ack=7571 Win=2277 Len=0"
"1292","48.956191","23.46.207.113","192.168.1.12","TCP","60","443  >  19933 [ACK] Seq=1256 Ack=6536 Win=2256 Len=0"
"1293","49.041185","142.250.77.234","192.168.1.12","UDP","120","443  >  51620 Len=78"
"1294","49.052023","192.168.1.12","142.250.77.234","UDP","75","51620  >  443 Len=33"
"1295","49.106557","40.79.167.8","192.168.1.12","TCP","60","443  >  20086 [ACK] Seq=479 Ack=3731 Win=16384 Len=0"
"1296","49.244744","192.168.1.12","142.250.77.234","UDP","71","51620  >  443 Len=29"
"1297","49.249435","23.46.207.113","192.168.1.12","TLSv1.2","386","Application Data"
"1298","49.249435","23.46.207.113","192.168.1.12","TLSv1.2","107","Application Data"
"1299","49.249487","192.168.1.12","23.46.207.113","TCP","54","19933  >  443 [ACK] Seq=7571 Ack=1641 Win=255 Len=0"
"1300","49.261716","142.250.77.234","192.168.1.12","UDP","67","443  >  51620 Len=25"
"1301","49.462902","192.168.1.12","142.250.77.234","UDP","71","51620  >  443 Len=29"
"1302","49.481561","142.250.77.234","192.168.1.12","UDP","67","443  >  51620 Len=25"
"1303","49.695189","192.168.1.12","142.250.77.234","UDP","71","51620  >  443 Len=29"
"1304","49.713126","142.250.77.234","192.168.1.12","UDP","67","443  >  51620 Len=25"
"1305","49.875219","192.168.1.12","163.70.145.60","TCP","130","19948  >  5222 [PSH, ACK] Seq=74361 Ack=163844 Win=511 Len=76 [TCP PDU reassembled in 1328]"
"1306","49.887326","163.70.145.60","192.168.1.12","TCP","60","5222  >  19948 [ACK] Seq=163844 Ack=74437 Win=5544 Len=0"
"1307","49.928135","192.168.1.12","142.250.77.234","UDP","71","51620  >  443 Len=29"
"1308","49.946900","142.250.77.234","192.168.1.12","UDP","67","443  >  51620 Len=25"
"1309","50.161624","192.168.1.12","142.250.77.234","UDP","71","51620  >  443 Len=29"
"1310","50.176942","142.250.77.234","192.168.1.12","UDP","67","443  >  51620 Len=25"
"1311","50.247274","163.70.145.60","192.168.1.12","TCP","278","5222  >  19948 [PSH, ACK] Seq=163844 Ack=74437 Win=5544 Len=224"
"1312","50.308661","192.168.1.12","163.70.145.60","TCP","54","19948  >  5222 [ACK] Seq=74437 Ack=164068 Win=511 Len=0"
"1313","50.382807","192.168.1.12","142.250.77.234","UDP","71","51620  >  443 Len=29"
"1314","50.402312","142.250.77.234","192.168.1.12","UDP","67","443  >  51620 Len=25"
"1315","50.515840","172.64.148.235","192.168.1.12","TLSv1.2","78","Application Data"
"1316","50.516274","192.168.1.12","172.64.148.235","TLSv1.2","82","Application Data"
"1317","50.530330","172.64.148.235","192.168.1.12","TCP","60","443  >  19949 [ACK] Seq=392 Ack=445 Win=16 Len=0"
"1318","50.684370","192.168.1.12","20.195.65.193","TLSv1.2","85","Application Data"
