"No.","Time","Source","Destination","Protocol","Length","Info"
"1319","50.770582","20.195.65.193","192.168.1.12","TCP","60","443  >  19713 [ACK] Seq=82 Ack=181 Win=671 Len=0"
"1320","50.806527","Digisol_03:e8:e0","Broadcast","ARP","60","Who has 192.168.1.12? Tell 192.168.1.1"
"1321","50.806548","AzureWaveTec_e5:a6:9d","Digisol_03:e8:e0","ARP","42","192.168.1.12 is at 2c:3b:70:e5:a6:9d"
"1322","50.806911","Digisol_03:e8:e0","Broadcast","ARP","60","Who has 192.168.1.9? Tell 192.168.1.1"
"1323","50.807212","192.168.1.12","142.250.77.234","UDP","71","51620  >  443 Len=29"
"1324","50.808030","Digisol_03:e8:e0","Broadcast","ARP","60","Who has 192.168.1.2? Tell 192.168.1.1"
"1325","50.828405","142.250.77.234","192.168.1.12","UDP","67","443  >  51620 Len=25"
"1326","50.947879","192.168.1.12","163.70.145.60","TCP","130","19948  >  5222 [PSH, ACK] Seq=74437 Ack=164068 Win=511 Len=76 [TCP PDU reassembled in 1328]"
"1327","50.964283","163.70.145.60","192.168.1.12","TCP","60","5222  >  19948 [ACK] Seq=164068 Ack=74513 Win=5544 Len=0"
"1328","51.065670","192.168.1.12","163.70.145.60","TCP","127","19948  >  5222 [PSH, ACK] Seq=74513 Ack=164068 Win=511 Len=73 [TCP PDU reassembled in 1328]"
"1329","51.084373","163.70.145.60","192.168.1.12","TCP","60","5222  >  19948 [ACK] Seq=164068 Ack=74586 Win=5544 Len=0"
"1330","51.087821","192.168.1.12","8.8.4.4","TCP","54","20152  >  443 [FIN, ACK] Seq=2452 Ack=7940 Win=65280 Len=0"
"1331","51.100871","8.8.4.4","192.168.1.12","TCP","54","443  >  20152 [FIN, ACK] Seq=7940 Ack=2453 Win=267520 Len=0"
"1332","51.100925","192.168.1.12","8.8.4.4","TCP","54","20152  >  443 [ACK] Seq=2453 Ack=7941 Win=65280 Len=0"
"1333","51.491551","20.195.65.193","192.168.1.12","TLSv1.2","81","Application Data"
"1334","51.507966","172.188.155.25","192.168.1.12","TLSv1.2","113","Application Data"
"1335","51.508592","192.168.1.12","172.188.155.25","TLSv1.2","120","Ignored Unknown Record"
"1336","51.535039","192.168.1.12","20.195.65.193","TCP","54","19713  >  443 [ACK] Seq=181 Ack=109 Win=1023 Len=0"
"1337","51.593353","172.188.155.25","192.168.1.12","TCP","60","443  >  19954 [ACK] Seq=60 Ack=68 Win=308 Len=0"
